603,552,530
606,544,526
609,550,534
610,552,538
606,552,534
609,554,532
609,550,532
604,548,528
605,548,530
606,546,528
602,548,530
604,546,528
603,548,530
604,548,532
604,550,532
605,550,528
606,548,528
605,548,528
606,550,528
605,548,528
605,548,530
604,548,530
603,548,530
604,548,530
603,548,530
604,548,530
604,550,530
603,548,530
604,548,530
604,550,530
603,550,530
604,550,530
605,548,530
604,550,530
605,548,530
604,548,530
604,548,532
604,548,530
605,548,528
604,548,530
605,548,530
604,548,530
605,548,526
605,548,528
603,548,532
603,550,532
604,550,532
604,550,530
604,550,532
603,550,530
604,550,530
604,548,530
604,550,532
604,550,530
604,548,530
604,550,532
604,548,530
603,550,532
605,548,530
604,548,530
603,548,530
603,550,530
606,550,528
605,550,530
604,550,532
603,548,532
607,548,524
604,548,530
603,550,532
602,548,534
603,548,530
606,550,528
604,550,530
604,548,532
604,550,530
605,550,528
605,548,526
605,550,528
604,550,530
604,548,532
604,550,532
604,550,528
604,550,530
604,548,530
604,550,530
603,550,530
604,550,530
604,548,528
605,550,526
603,548,530
603,550,532
604,550,532
603,550,538
602,554,550
601,556,558
605,556,550
