460,392,552
468,398,526
456,398,508
428,392,520
411,398,530
424,430,558
447,466,560
459,478,556
468,486,554
470,484,562
446,472,580
420,456,586
386,430,594
352,404,612
325,390,666
312,386,696
325,398,718
356,404,742
372,428,780
379,466,828
400,490,874
426,508,912
461,526,938
506,554,944
556,588,938
613,630,910
680,678,878
733,726,840
809,834,744
932,938,588
943,950,416
828,906,268
625,822,132
534,800,152
472,812,206
319,902,444
192,946,844
311,946,942
277,780,948
120,706,948
85,710,936
79,704,896
127,686,882
115,644,828
9,594,706
0,552,480
0,528,352
0,558,220
0,664,18
0,708,4
0,730,2
0,890,0
19,940,28
57,946,152
39,948,300
7,950,526
1,950,830
181,950,920
293,950,940
412,952,950
509,862,948
530,746,948
512,678,950
461,632,948
455,640,948
477,724,948
503,830,950
509,910,950
562,948,802
633,948,544
642,948,432
637,950,288
622,950,26
610,950,6
554,952,2
473,916,0
398,884,0
335,884,0
326,924,38
327,944,72
283,948,162
246,948,240
211,944,300
153,946,428
111,950,674
100,950,886
89,950,934
31,864,948
2,518,952
6,446,950
42,418,950
71,396,938
105,390,920
146,398,932
168,418,932
205,426,870
234,412,794
277,410,678
414,464,498
385,404,310
256,326,308
192,334,364
182,378,424
236,474,430
355,624,396
498,774,340
620,888,232
704,922,70
708,862,18
595,762,4
464,672,0
363,614,20
254,574,100
127,546,186
40,554,294
24,618,426
31,684,562
98,756,694
221,770,800
286,734,878
319,686,930
329,648,944
298,618,948
284,620,948
336,666,942
423,704,888
468,740,814
485,772,772
543,802,776
608,802,790
620,788,764
586,798,704
585,830,654
601,878,618
622,912,574
644,936,538
674,946,510
721,950,488
774,948,470
783,950,482
693,948,506
610,948,526
567,948,524
555,948,508
554,948,434
500,948,338
361,950,256
150,950,204
36,954,212
9,952,286
2,808,372
1,648,390
0,570,340
0,570,384
18,578,436
65,576,462
44,524,536
6,520,578
0,468,552
0,420,522
0,416,544
0,408,530
0,394,470
0,382,448
0,386,456
0,408,474
0,446,498
0,490,526
12,540,548
83,586,552
162,626,544
220,666,538
286,702,446
286,700,376
291,710,302
347,736,80
267,732,4
264,780,0
164,740,30
14,736,302
0,878,648
113,946,904
387,950,946
602,950,950
659,948,876
721,922,780
771,920,800
789,942,766
774,948,728
709,948,644
636,950,580
615,948,504
593,948,486
560,948,474
446,942,434
330,914,368
337,946,302
328,910,158
383,900,92
247,924,288
114,882,358
82,942,714
508,948,936
598,952,948
269,820,876
182,678,840
282,666,920
276,632,944
197,592,932
105,548,876
21,452,622
24,370,486
46,376,378
17,456,324
18,586,240
22,658,218
36,736,222
61,820,230
101,890,230
137,934,226
64,942,286
13,948,364
2,950,430
0,950,758
103,954,940
400,950,948
586,950,948
617,940,950
449,758,950
433,694,904
481,642,842
501,652,818
534,718,844
614,802,904
719,898,912
777,938,888
645,946,756
571,912,672
532,880,600
518,854,544
513,846,518
512,858,510
505,878,506
487,902,494
469,928,460
472,944,410
474,950,372
440,948,340
361,948,252
267,948,224
155,950,224
103,948,204
114,930,184
110,896,198
95,846,242
111,774,294
114,720,370
132,750,446
222,848,542
356,924,656
432,942,778
453,930,852
460,910,864
473,870,874
485,810,886
486,748,910
474,704,938
456,668,926
441,620,872
397,556,858
374,506,842
374,482,808
382,472,774
391,468,756
423,472,744
472,476,746
511,492,764
543,522,778
567,554,754
572,570,724
554,572,688
523,570,644
495,452,554
517,448,546
534,442,542
545,436,544
547,434,556
545,436,580
542,446,642
535,464,742
521,466,832
430,434,942
295,424,892
199,472,740
184,550,586
217,580,506
259,616,440
317,684,322
388,754,144
465,782,10
368,794,0
205,794,58
134,876,214
111,946,352
111,946,410
49,948,496
3,952,884
1,954,938
0,880,948
0,808,950
48,816,950
165,830,948
261,802,948
363,652,916
401,632,876
469,636,904
506,656,928
556,686,924
614,718,914
670,750,904
747,804,844
750,840,740
728,864,698
683,904,672
622,938,642
586,946,590
566,946,530
568,898,452
580,848,372
562,850,346
537,832,340
488,802,342
447,762,352
422,728,386
390,726,466
316,720,618
197,714,828
89,712,920
33,658,942
3,502,952
0,476,950
0,484,946
3,502,890
15,512,816
28,508,736
15,504,660
3,508,572
0,504,488
2,514,424
21,542,382
59,582,356
108,638,336
166,714,302
257,780,224
351,814,146
431,824,76
494,816,32
510,798,28
479,774,64
436,758,114
371,746,180
302,748,262
242,750,346
204,762,432
169,772,548
123,762,710
87,728,876
67,688,930
76,652,942
119,632,946
208,626,948
329,634,950
428,640,950
510,640,948
571,640,948
627,646,928
669,660,872
687,668,864
670,652,878
625,608,868
589,570,832
578,554,792
577,564,756
576,582,714
570,604,666
560,622,616
553,638,566
568,662,518
580,678,472
589,694,440
614,714,420
659,730,398
702,742,380
737,754,368
758,758,362
698,734,402
617,700,438
530,656,474
448,618,578
249,582,894
130,448,946
129,342,948
88,368,948
60,380,950
44,416,784
57,424,712
80,434,644
161,456,520
203,466,482
227,476,452
272,506,372
355,562,318
451,676,302
513,748,288
569,816,270
679,930,206
718,942,180
716,946,172
606,948,202
367,950,384
295,948,518
309,946,870
313,916,930
260,818,944
224,670,948
235,554,948
225,460,948
187,370,948
143,284,924
120,264,870
135,272,824
171,306,778
199,336,740
234,370,706
273,402,666
304,430,624
323,446,582
332,456,544
335,460,512
342,462,480
346,458,448
339,430,408
350,422,396
369,424,386
394,444,390
438,468,404
486,486,414
523,504,418
552,512,406
561,522,388
500,536,342
417,562,290
358,622,214
357,666,158
371,710,144
348,824,180
312,918,290
274,940,440
199,946,578
142,948,666
132,948,730
177,926,790
301,880,876
426,834,930
570,776,920
670,772,794
694,782,634
662,790,520
552,806,490
521,814,520
431,796,550
334,748,604
263,690,688
250,642,762
283,618,798
324,600,794
338,576,762
313,530,748
275,476,756
243,424,754
228,390,734
278,372,670
309,372,654
325,374,652
324,374,660
324,380,658
334,392,644
348,408,624
355,416,596
355,424,574
371,420,556
357,408,552
339,404,542
355,420,534
397,456,530
448,490,526
534,538,532
569,550,534
595,548,534
598,538,530
583,518,536
575,508,544
582,510,546
590,510,540
584,508,532
557,498,542
544,496,540
512,478,540
413,434,574
420,432,548
479,484,538
509,494,536
486,484,552
471,476,570
479,482,580
511,500,552
522,504,544
515,494,558
510,484,562
501,480,562
492,474,568
477,470,570
461,464,580
429,448,610
410,430,630
434,446,588
451,456,564
455,454,560
452,452,562
455,452,560
457,454,560
466,458,562
469,458,560
462,446,538
459,442,530
449,430,520
464,438,504
491,448,510
520,458,540
554,468,584
614,474,622
631,456,622
637,428,618
639,404,632
656,386,656
675,382,684
678,378,700
672,370,700
684,382,686
708,408,658
724,432,642
705,442,656
648,468,714
564,478,764
446,436,790
325,308,778
323,318,764
390,366,712
420,388,628
424,368,558
426,318,504
412,274,422
333,270,268
293,346,268
245,438,312
228,530,360
158,610,414
116,902,442
428,944,746
548,946,896
527,726,894
683,674,434
657,688,286
599,674,216
432,568,356
378,512,574
348,480,608
328,460,608
356,468,616
429,478,614
448,478,554
450,478,520
446,478,528
452,484,554
474,520,570
482,534,586
443,516,592
424,512,572
421,518,566
420,526,566
429,540,578
431,542,582
426,536,578
420,532,560
417,530,548
417,530,544
420,522,546
414,510,542
411,498,552
412,494,552
414,494,548
